@relation corpus_tweets_t1 
@attribute text string 
@attribute classe {+,-,=}
@data
"Boîte #35 _Boîte à Trompe_ avec le retour de l'été et le réchauffement climatique, risque de traversée de... http://t.co/JHGSBxLNud", -
"Actualité > Des pneus recyclés pour produire... des batteries lithium-ion http://t.co/RN3qRsi4BE", =
"Leclanché et l'EPFL testent un nouveau système de stockage d'énergie solaire http://t.co/V1TmbqllnB", =
"Des pneus recyclés pour produire... des batteries lithium-ion http://t.co/XJhrv21wNk", =
"@amandineroubi mdrrr! t'as raison en plus y'a plein de coin d'herbe et tout je suis au pays de l'écologie et l'agriculture là bas", =
"Les @UN veulent faire des petits États insulaires des modèles de développement durable : http://t.co/erOmzKQ0Nz #Sustainablegrowth", +
"Le Journal "#Ecosystèmes et #servicesécosystémiques" est sorti de presse! http://t.co/M0PFo44PRT", =
"La fonte des calottes polaires s'accélère et s'installe durablement http://t.co/bjNEPXfj9O #réchauffement #climatique", =
"#québec TransCanada: la Cour rejette la requête des écologistes http://t.co/918kkGX0LI via @lp_affaires #eau", -
"rubrique #environnement : référencement de sites web écologie, nature, eau, déchets, énergies renouvelables de l'Aude http://t.co/MzmoCHmNze", =
"Des #eoliennes moins bruyantes grâce au hibou http://t.co/kDxqjcMGBl #energie #innovation @ScienceAnim via @virg_garin", +
"Ecoat choisit la plate-forme chimique de Roussillon pour son usine http://t.co/S1MkFH1Ia7 #EcoAt #BioPolymeres #Chimie #Ecologie", =
"#Nouveauté #Déco #3: LE L'énergie solaire éclairage LED à détecteur de mouvement, Lumièr... http://t.co/OX1NzAGpJL #Décorations #Décos", =
"Félicitations au capitaine Peter Hammarstedt élu environnementaliste de l'année 2014 par la fondation Bob Brown. http://t.co/eikr6YT1HF", +
"@thomandre Ils sont classés dans les espèces en voie de disparition ;)", =
"@bortzmeyer Encore une preuve que la pénurie d'IPv4 n'est qu'un fake, comme le réchauffement climatique d'ailleurs", -
"Tout sur pratiques lobbies industriels #pêcheprofonde, manoeuvres élus comme @Isabel_thomasEU ds L'Ecologiste en kiosque ce mois", =
"ça c'est de l'écologie! http://t.co/mbVoq2NJIl", =
"Changement climatique: faire des Etats insulaires des modèles de développement durable #RéchauffementClim... @scoopit http://t.co/8TtHNfptiI", =
"LR : Salon de l'#écologie à #Montpellier, en préparation pour novembre http://t.co/ZTFEZ3qROm", =
"#ecologie GEMAPI et guerre des fossés http://t.co/te8hUkFZvZ", =
"Fièvre? Casse le thermomètre! “@ladepechedumidi: Toulouse: les écologistes demandent l'encadrement des loyers http://t.co/WcUn4kRFPF”", =
"Nature alerte: 03/09/2014…OCEAN: Une nouvelle étude de la Wildlife Conservation Society rév èle que les aires... http://t.co/hqMtEp69wC", -
"Nature alerte: 03/09/2014…OCEAN: Une nouvelle étude de la Wildlife Conservation Society rév èle que les aires… http://t.co/AXAuOTbWqb", +
"[Electronique] #FDSOI : itw de JM Chéry, DG de @ST_World, dans @PresencesMag. A découvrir ici: http://t.co/fb1MCUj2X9", =
"Réchauffement climatique : le GIEC ne sait plus comment mentir http://t.co/fTqnsGWKQO", =
"Le Salon de la Croissance Verte sous le haut patronage de @RoyalSegolene , Ministre de l'Écologie, du Développement Durable et de l'Énergie", +
"#Geopimed Visite d'une maison équipée en #géothermie à Mervilla le 11 septembre à 18h http://t.co/9TS7JT3B93", =
"Kyocera lance le plus gros projet solaire flottant du monde, avec Ciel & Terre (Premium) http://t.co/8so9tIyfzm #ecologie GreenUnivers", +
"Énergie solaire. Un champ de 17 300 panneaux bientôt opérationnel - Ouest-France http://t.co/9Atwat1A1V #solaire", =
"@Raditz____ @EustassThekidd Je sait que le réchauffement climatique c'est chaud", =
"@Denis_Baupin @gregorylamotte Objectifs de la France : rendre le nucléaire plus cher que l'énergie solaire. Avec #HinkleyPoint, on y est!", +
"Le CO2, principal gaz à effet de serre d'origine anthropique http://t.co/tTaCV0qlmM", =
"Une tribune très juste de @claudetaleb dans paris-normandie.fr : « Ne faisons pas l’économie de l’écologie » #EELV http://t.co/Pwec8cc8Cs", +
""Malgré l’issue défavorable pour les requérants, ceux-ci s’estiment satisfaits que la procédure judiciaire ait... http://t.co/7cu93sQGdi", +
"Fraîchement postée ce matin: notre itw de Yannick Rumpala, qui mêle les imaginaires de science fiction et d'écologie http://t.co/wJDrPvjSGL", =
"Reporterre - Le site de l'écologie http://t.co/syuG8K7Gu2", =
"Le CO2, principal gaz à effet de serre d'origine anthropique | @scoopit via @Equili_Energies http://t.co/M3S9G3DTD3", =
"Heurs et malheurs du combat écologiste mondial http://t.co/jyFiab2XdV via @lemondefr", -
"@_disappearer @pelecanus_net et encore on fait pas "album/groupe/écosystème". Enfin, pas en public.", =
""Des parabènes présents dans l'organisme de 95% des femmes enceintes"#santé #prévention #écologie #montpellier  http://t.co/6721qiRZeW", +
"#luminaires #7: LE L'énergie solaire éclairage LED à détecteur de mouvement, Lumière de nuit sans fil, éclaira... http://t.co/Jx2TCIyTJx", =
"#BTP #Durable #DD #Ecologie Komatsu inaugure ses nouvelles chargeuses Série 7 http://t.co/WNXHKVXQDk", +
"« J’ai maintenant réalisé mon vœu de léguer cette nature aux générations futures. Les animaux et les plantes... http://t.co/q6XLqBIwaw", +
"Les eurodéputé-e-s Europe Ecologie au Parlement européen tiennent à afficher leur total soutien à l’ONG Sea... http://t.co/mNIFPMun4Q", +
"Lequel Pierre-Marie Abadie était patron de la Direction générale Energie Climat au ministère de l'écologie depuis 2008.", =
"Rt @virg_garin: Des éoliennes moins bruyantes... Grace au hibou. http://t.co/JXPV3dR7PL @RTLFrance #innovation #energie", +
"@SO_LaRochelle @journalsudouest Le réchauffement climatique !", =
"@sraimbault C'est bien ce que je dis : l'écologie, c'est naze.", -
"Energies renouvelables  http://t.co/mjmpd9Tbtm", =
"#ecologie Déchets du BTP : les critères de sortie du statut de déchet en consultation http://t.co/xs8BcikKWC", =
"#ecologie Plan d'action pour le milieu marin : les programmes de surveillance en consultation http://t.co/aUXB5z39mE", =
"#BTP #Durable #DD #Ecologie Virginie Schwarz nommée à la direction de l'énergie de la DGEC http://t.co/FXxQ9tbJsk", =
"Géothermie. L’Indonésie va exploiter l’énergie des volcans http://t.co/oRhsT73dz5 @erdfofficiel #partenaire", +
"Le solaire : énergie la moins chère pour la moitié de l’humanité  http://t.co/uy8hAsBrpT @erdfofficiel #partenaire", +
"[Ecouter] Des éoliennes moins bruyantes grâce au hibou par @virg_garin  ►►http://t.co/6P9okNIIO0", +
"Nouvelle hausse des raccordements éoliens et photovoltaïques en France: Après plusieurs années d’incertitude e... http://t.co/LPsp4hVQut", +
"IMPULSER LA CAMPAGNE &quot;BOYCOTT/DÉSINVESTISSEMENT/SANCTIONS&quot;..  http://t.co/TEMygwuWcQ", +
"Mais à part ça, l'écologie politique est encore un truc de bobos... benh voyons... #LT", =
"Des éoliennes moins bruyantes grâce au hibou - RTL.fr http://t.co/PQajRV3Elr", +
"Développement durable : Emirates recycle une ancienne affiche en sacs | @scoopit http://t.co/TFHFWCiwOC", =
"#Europe : ses priorités en matière d'énergie, d'environnement et des transports http://t.co/nhvOQYXWDA #Environnement #Ecologie #Transports", =
"Pour mettre fin au mythe du productivisme et de la croissance, ce n'est pas sur le @partisocialiste qu'il faut compter!!! #écologie", -
"DT GermanyinGreece: 9/9 #ClimatDiploDay: #UE Ensemble contre le changement climatique avec @ambafr... http://t.co/QUnCZdO0Ty", +
"Congrès Développement Durable des Chambres de Commerce et d'Industrie | @scoopit via @JJiguet http://t.co/9DZS49a9k9", =
"@RoyalSegolene : 'Ne plus subir, mais anticiper et s’organiser est le maître mot de la SNGRI @ecologiEnergie http://t.co/FVpXsY125X", +
"Tribune de @UN Ban Ki Moon sur le Réchauffement climatique: "il est grand temps d'agir" http://t.co/oAnlvxkLt8 #ClimateChange", +
"Ouch ! Fléaux : Panasonic met le vieillissement de la population au niveau du changement climatique et pénurie alimentaire ! #panasonicifa", -
""Il est grand temps d'agir" la tribune de Ban Ki Moon sur la lutte contre le réchauffement climatique http://t.co/DsjJhBqUMu", +
"Les intranets et leur écosystème - Portrait des usages et meilleures pratiques: http://t.co/uINMs5xrQH #archiviste", =
"Forum de la croissance verte et le développement durable 2014: Relever les implicati... | @scoopit via @naturadict http://t.co/AzPZiIUKdK", =
"L’architecte Frank Gehry habille les vitrines Louis Vuitton, vitrines connectées à l'écosystème de la marque.  http://t.co/zx6vSBOGr2", +
"Sam. 13 sept de 10h à 22h F(ai)tes de l'#ecologie à Fontaine (38) avec @CecileDuflot et @EricPiolle . Le programme : http://t.co/VVIu4TTc9u", =
"Cinquième trophées du mécénat d’entreprise pour l’environnement et le développem... | @scoopit via @Quentin_Bellet http://t.co/XYzPPMLlKH", =
"Ils résistent à l’accaparement de leurs terres en Afrique, pour une agriculture raisonnée http://t.co/bqnaje6gMA via @ecoplustv", +
"Tarifs du gaz : le gouvernement sous pression http://t.co/0U68BGwYrY #ecologie", =
"Recycler des pneus pour produire des batterie Li-ion : http://t.co/K7XLlOKVZm #recyclage via @futurasciences http://t.co/8OEjZrDbd4", +
"Journées Européennes du Patrimoine "patrimoine culturel, patrimoine naturel" les 20 et 21 septembre 2014 http://t.co/Lv2ocGA0ds", =
"Des éoliennes #Enercon moins bruyantes grâce au hibou - RTL.fr | #eolien via @Zehub http://t.co/Yzposp4H1p", -
"Le programme Frisbee réinvente le froid http://t.co/r2W2cOa1vR #Carbondioxide #Malnutrition #Zinc", =
"Polémique autour de l'abattage massif de bouquetins en Haute-Savoie - http://t.co/IhO1uH0HnI #GoogleAlerts", -
"La conservation des territoire pour faire face au changement climatique http://t.co/WOAabCAVjq #climat @SuzannMethot", +
"Pour la moitié de l’humanité, le solaire est l’énergie la moins chère, Editos & Analyses http://t.co/aMns7kLpje", =
"@GermanyinGreece @ukingreece Je vous ai cité dans mon histoire  "Lutte contre le changement climatique" http://t.co/drsSWaBJzr", +
"Chasse et sécurité |  http://t.co/NRLBl3ftrL #Chasse #Animaux #Biodiversité #Environnement #Ecologie #Chasseurs", =
"Entretien des réseaux d'assainissement : la norme NF EN 14654-1 révisée: Datant de décembre 2005, l... http://t.co/aMMf2iXXoT #écologie", =
"Agence de protection de l'environnement http://t.co/qkLEG3SbGD #NRJ(Canada) #RegionsofFrance", =
"La phrase d'une conne à l'écologie qui fait dézinguer les loups et admire les corridas !!!  @RoyalSegolene http://t.co/3HiMB3y2GE", -
"Sur proposition de la ministre de l’Ecologie, Virginie Schwarz, directrice générale déléguée de l’Ademe depuis... http://t.co/mCnS97X6FQ", =
"Excellent article de @MichelSidibe sur les objectifs de développement durable http://t.co/XknJ2ffRsW", +
"FAO - Le développement durable des Petits états insulaires en développement, un test décisif pour le monde: Af... http://t.co/eyrz6Zrgo3", =
"Affaire de 584 grumes de Wenge au port de Matadi : Mise au point du Ministère de l’Environnement Conservation de... http://t.co/iRi1iKRDdE", =
"IMPÉRIALISME AMÉRICAIN : POUR CEUX QUI NOURRISSAIENT ENCORE DES ILLUSIONS À PROPOS DES NÉGOCIATIONS DU GMT !.  http://t.co/V19yskI8GB", =
"Troph ées du m éc énat d'entreprise pour l'environnement et le d éveloppement durable : le http://t.co/3gDxcdLWjA", =
"RT @limportant_fr: Réchauffement climatique :  il est grand temps d'agir par Ban Ki-Moon http://t.co/lwKO47dQRb", +
"Via Mr L. #Lamothe 《GOL-La Gonave: Inclusion Sociale et Développement Durable http://t.co/W6wixbMXC4 via @EMAILiT", =
"Le développement durable des Petits états insulaires en développement, un test décisif pour le monde http://t.co/SIDSm7Zflg #UNFAO", =
"Le développement durable des Petits états insulaires en développement, un test décisif pour le monde http://t.co/SIDSm7Zflg #UNFAO", =
"Le Mammouth est une espèce protégée en France. @Alfrocibas @ChTaubira", +
"Barrage de #Sivens : Non à la répression, oui à l’intérêt général | Europe Écologie Les Verts http://t.co/JhoIwqmqsJ via @eelv", +
"En dépit des pressions des écologistes, TransCanada obtient le feu vert afin de débuter ses travaux exploratoires dans le St-Laurent.", +
"#Important #Flash Géothermie.  L’Indonésie va exploiter l’énergie des volcans @erdfofficiel... http://t.co/dULp4XPnHe #Info #Actu #Monde", +
"#Important #Flash Le solaire :  énergie la moins chère pour la moitié de l’humanité @erdfof... http://t.co/gZhEkE5cC9 #Info #Actu #Monde", +
"Le solaire :  énergie la moins chère pour la moitié de l’humanité @erdfofficiel:  Les évolutions réglementaire... http://t.co/q0GY75uiIG", +
"@Chaos_Be Tututuuu... fallait bien 10 ans d'endoctrinement pour "sortir" du nucleaire productif et installer des eoliennes improductives!", =
"#ecologie Répartition du produit des amendes de police : une instruction procède au recensement http://t.co/DoBylUESP1", =
"Amateurs vegan y'a un super livre de @100vegetal  qui va paraitre sur les fromages (j'en ai gouté 1, c'est trop bon) http://t.co/ZJ7UKeaTKw", =
"L’UE va arrêter de financer les centrales #hydroélectriques roumaines | http://t.co/AGB0OWm0tD via @EurActiv", -
"RT @limportant_fr: Chaleur, pandémies...  250000 décès de plus liés au changement climatique http://t.co/B9ctTEZwXI", -
"Grave (( @Limportant_fr: Réchauffement l’ONU prédit un véritable «enfer climatique» d’ici 2050 http://t.co/L5WRJI1HeX http://t.co/MSa01buzCO", -
"L'#écologie politique, tout un business... appuyé par des militants bien souvent naïfs ! http://t.co/0w1APtxpzW #Contribuables", -
"#BTP #Durable #DD #Ecologie Socotec renforce son équipe de direction http://t.co/VCzw27C2KZ", +
"Le coût de l'énergie devient un sujet prioritaire pour les acquéreurs.... D'abord s'informer. #capifrance. http://t.co/AaCxHh6mam", +
"Rénovation énergétique : des aides renforcées depuis le 1er septembre -  http://t.co/nF1r7qkISu via @Dev_Durable_Ent", +
"MT @romandeenergie: Leclanché et @EPFL innovent pour stocker #'énergie #solaire  http://t.co/pRnvBWHL9c http://t.co/g0jR3YOtDC", +
"Une délégation franco-allemande visite le chantier de la passe à poissons de Strasbourg sur le Rhin - DREAL Alsace http://t.co/0rbbPqeSDk", =
"BLOGUE Réchauffement climatique: il est grand temps d'agir - Ban ki-Moon  via @HuffPostQuebec", +
"#OIT : "Les #coopératives sont l’une des clés du développement durable" #ODD http://t.co/bMp1lzV2FT", +
"Mon collègue bataille toujours. L'occasion de rappeler que les Reptiles sont TOUS protégés par la loi (et quasiment tous menacés.) #ecologie", -
"Mon collègue bataille toujours. L'occasion de rappeler que les Reptiles sont TOUS protégés par la loi (et quasiment tous menacés.) #ecologie", -
"Changement climatique: Les météorologue brossent un tableau apocalyptique!   http://t.co/6z4jjTRSly #climatechange", -
"Nouvelle hausse des raccordements éoliens et photovoltaïques en France  http://t.co/TIfYTBdfuI #énergie #enr #Environnement", +
"#Santé : l'#OMS prévoit 250 000 décès de plus par an à partir de 2030 à cause du changement climatique http://t.co/nTx48Eetf4 #climat", =
"GRATIFERIA - FOIRE AU GRATUIT - La maison de l'écologie http://t.co/0UYvNHZK90", =
"#Poulailler assemblé. A suivre, les clôtures. Et enfin Welcome les #poulettes.  https://t.co/uaKIVgsOap #autonomie #bio #ecologie", =
"La question que je me pose maintenant c'est quand est ce que je vais attraper la crève a cause du changement climatique", =
"#RSE #DD De l'analyse du contexte à la recherche de sens #postmodern http://t.co/QwJdXvHD5i", =
"#Architecture Projet de loi Transition Energétique pour la croissance verte : les députés de la commission spé... http://t.co/hHs0YukXfn", =
"Ban ki moon & Réchauffement climatique: il est grand temps d'agir http://t.co/y016ZixGId", +
"DT GermanyinGreece: 9/9 #ClimateDiploDay: #UE Ensemble contre le changement climatique avec @ambaf... http://t.co/YKp5fNvCXd", -
"@modeolivia Certes,mais elle est toute aussi inélégante que lui olivia. elle l'a piqué à l'autre soi disant ministre de l'écologie non?", -
"Écologie, Développement durable et Énergie : Virginie SCHWARZ est nommée directrice de l’Énergie à la DG de l’Énergie et du Climat", +
"@MarieVancutsem @collecducondroz #blackout ca semble logik meme si rien a voir... C'est la que sont les eoliennes #matin1", =
"#DD #RSE Exaptation: rendre opérationnel le développement durable dans votre entreprise http://t.co/bQsTTdjN6S", +
"Vingt-huit ans après Tchernobyl, les sangliers allemands sont toujours radioactifs | @scoopit via @Zehub http://t.co/rojEBCrcOZ", -
