@relation corpus_tweets_t1 
@attribute text string 
@attribute polarity {+,-,=}
@data
"baisse prix isonat duoprotect 22mm ! <url>", +
"#scpi #immobilier paris : ecologistes veulent etendre a banlieue encadrement loyers: groupe e.. <url>", +
"gwaii haanas ecosystevertical commence vagues gravit montagnes. <url> <url>", =
"belle #experience #partage #convivialite. #ecologie humaine : terrain vague devient #jardinpartage <url>", +
"#frenchtech : analyse mobilisation ecosystestartups... <url>", =
"#politique#antifa taxe robots financer revenu base universel tr... <url> #ecologie#histoire", +
"enque¬´ entreprises commandes publiques ¬ª ligne ! <url> cc  <utilisateur> <utilisateur> #enquetepme", =
"5/9 info sud radio #sudradio  pascal canfin, ancien ministre ecologiste ©veloppement, matin... <url>", =
"cooperation ©centralisehauts bassins ‚Äì rhoalpes : dispositi... | <utilisateur> <utilisateur> <url>", =
"cooperation ©centralisehauts bassins ‚Äì rho.. <url>", =
"ecologistes boulogne-billancourt soutiennent familles cite pierre grenier <url>", +
"europe ecologieverts appelle maire boulogne-billancourt a responsabilite politique humanitair... <url>", =
"<utilisateur> , steve jobs ©veloppement durable #dd #innovation #environnement #blueeconomy <url> <utilisateur>", =
"#ecologie abeilles bourdon ! #environnement #nature <url>", =
"triclosan perturbateurs: atteignent foetus 2 naissance - acs <url> <url>", -
"portons regard trecritique projet loi transition energetique <url> <utilisateur> <utilisateur>", -
"eoliennes montagne tramelan - dossier parc eolien montagne tramelan of... <url>", =
"montre seiko chronographe ssc243p1, fonctionnant a energie solaire, boitier bracelet acier. <url>", =
"montre seiko chronographe ssc147p1, fonctionnant a energie solaire, boitier bracelet acier. <url>", =
"montre seiko chronographe ssc141p1, fonctionnant a energie solaire, boitier bracelet acier. <url>", =
"montre seiko chronographe ssc087p1, fonctionnant a energie solaire, boitier bracelet acier. <url>", =
"montre seiko chronographe ssc009p1, fonctionnant a energie solaire, boitier bracelet acier. <url>", =
"montre seiko chronographe ssc009p3, fonctionnant a energie solaire, boitier acier bracelet <url>", =
"montre seiko chronographe ssc013p1, fonctionnant a energie solaire, boitier acier bracelet <url>", =
"montre seiko chronographe ssc081p1, fonctionnant a energie solaire, boitier acier bracelet <url>", =
"#luminaires #8: energie solaire eclairage led a ©tecteur mouvement, lumiere nuit fil, brillan... <url>", =
"ecosystesony devient coherent. mis 5 ans a mettre route cdevient costaud !", +
"pumpipumpe - partage communautaire affiche boites lettres <url> #ecologie <url>", =
"complement <url> ‚Ä¶ #lt #ecologie #environnement #pneus cc <utilisateur>", =
"√â/ âsarisme 5¬∞ √âpuise : route 6¬∞ âpublique !.  <url>", -
"<utilisateur> sti2d ™©veloppement durable", =
"corinne lepage : investir energies renouvelables - journal professionnels journal professionnels - ‚Ä¶<url>", +
"<utilisateur>: survie itient respect Äôengagements fermes lutte changement climatique  <url>", +
"#veille√âducative : √âducation ©veloppement durable : ©passement planetaire : <url> | <utilisateur> <utilisateur>", =
"©goleroyal tient a imprimer propre marque ecologique - √âchos: √âchossegole.. <url> #ecologie #eco #bio", =
"#nouveaute #©co #2: energie solaire eclairage led a ©tecteur mouvement, lumie.. <url> #©corations #©cos", =
"#recyclage #energie #renouvelable <utilisateur> recycle vieilles batteries creer panneaux solaires <url>", =
"<utilisateur> : a verser dossier, rapport <utilisateur> 4 trajectoires #dnte, mis ligne jour <url>", =
"commandant cousteau : vie cine| <utilisateur> <utilisateur> <url>", =
"<utilisateur> <utilisateur> vrai qu'systemd , vient ecosystesoft frais", =
"changement climatique: ©©orologues preparent pire <url>", -
"fonte calottes polaires Äôacce®re - monde | <utilisateur> <url>", =
"#ecologie sit : 500 unitelogement classe moyenne <url>", =
"#ecologie ©veloppement durable petits etats insulaires ©veloppement, test ©cisif ... <url>", =
"#ecologie parlementaires chefs services prospective agenda cipd 20 ans ®... <url>", =
"Äôoms inquieeffets changement climatique sante: Äôorganisation mondiale sante (oms) .. <url>", -
"#ecologie chine appelle a renforcer cooperation pays ©veloppement changement ... <url>", +
"scientifiques mentent. principale cause ©chauffement planetaire tom joyce  prochain... <url>", -
"©penses inutiles ! : grands travaux ministere ecologie. refait cour mme <utilisateur> #hotelderoquelaure <url>", -
"<utilisateur> normal Äôetre humain Äôrares homnivore Äôecosystenaturel terre", =
"merci special a  richard legault, chef direction Äô√ânergie renouvelable brookfield, .. <url>", +
"#nouveaute #jardin #3: energie solaire eclairage led a ©tecteur mouvement, lumie.. <url> #jardins #jardinage", =
"ministre ecologie, ©goleroyal tient a imprimer propre marque ecologique <url> <utilisateur>", =
"#btp #durable #dd #ecologie rues pavedalles ©©polluant <url>", =
"#btp #durable #dd #ecologie <nombre> eco-ecoles emparent ©veloppement durable <url>", =
"appr√âciera... &quot;repenser objets gauche&quot; (!), ...  <url>", +
"©chauffement climatique pourrait causer <nombre> ©®anne <url> #oms rt <utilisateur>", =
"polemique Äôabattage massif bouquetins haute-savoie -  <utilisateur> <utilisateur> <url>", =
"mesures effets changement climatique: havane.-. autoriteinsufflent nouvelle dynamiq... <url>", +
"<utilisateur> 69 ©putemembres commission pl transition energetique. #capromet <url>", =
"√âcologie. √âcole a chier.", -
"#nouveaute #lampe #2: energie solaire eclairage led a ©tecteur mouvement, lumie.. <url> #luminaireexterieur", =
"loi transition energetique : commission speciale assembleconstitue assemble.. <url> #ecologie", +
"loi transition energetique : commission speciale assembleconstitue assemble.. <url> #ecologie", +
"chronique mercredi !  retour sortie ¬´ analyse perceptions paysage biodiversite .. <url>", =
"communication ecologie, journal is out! <url>", =
"echos: ©goleroyal tient a imprimer propre marque ecologique: ministre ecologie, ©veloppemen... <url>", =
"#flore : liste noire #plantes invasives allonge <url>", -
"sant  : <nombre> an   partir 2030   cause changement climatique: changement ... <url> #climat", =
"panneaux solaires futur transparents ! <url> #energy #soleil #energie", =
"pnse 3 prevoit mobiliser territoires renforcer dynamique sante environnement <url>", +
"rechauffement climatique: tendance... ©alite! <url>", =
"nouveau quizz nature, ecologie 12 questions > belles pierres <url>", +
"dispositif stockage energie solaire etre teste a lausanne - rts.ch - info - sciences-tech. <url>", =
"©serves naturelles suffisent a empe©clin biodiversite <url> #uk <utilisateur>", -
"<utilisateur> vexe pou etre traite ministre ecologie lamentable ∞ ©publique. fan corrida, gavage oies, chasse", -
"#lampe #8: energie solaire eclairage led a ©tecteur mouvement, lumiere nuit fil, brillant... <url>", +
"<utilisateur> <utilisateur>: polemique Äôabattage massif bouquetins haute-savoie - <utilisateur> <url>", -
"aime vide<utilisateur>¬†: fabriquer eolienne : incroyables experiences [85] energie eolienne / homemade wind turbine diy a", +
"<utilisateur> crapauds terrain : ecologiques malice. misere a comparer a accurso... :))", =
"#equipements #gco : ecologistes strasbourgeois stupefaits #strasbourg #dnainfos <url>", -
"espe©©tales: liste noire plantes invasives allonge - <url> #biodiversite #ecologie #suisse #botanique", -
" imbeciles pretent attention † peur.  (bernanos). ecologie ?", -
"actualiteecologie - commandant cousteau : vie cine<url>", =
"#biodiversite cerveau macaques ©veloppe differemment statut social <url>", +
"vulcano <url> ‚Ä¶ #vulcano #ieoliennes #sicile #volcano #volcan #souffre #eruption #aeolian islands #aventure volcans", =
"©chauffement climatique menace ©curite alimentaire #afrique  <url>", -
"lipari ieoliennes <url> ‚Ä¶ #volcan #ieoliennes #aeolian islands #lipari #pierre ponce #obsidienne #aventureetvolcans", =
"loisir anti-ecologique -chasse- voit nombre adherent effondrer :-) / cc <utilisateur> <utilisateur> <url>", =
"panarea (iles eoliennes) <url> ‚Ä¶ #volcan #volcano #stromboli", =
"rapport trajectoires dnte <utilisateur> <utilisateur> <utilisateur> dispo <url> <url>", =
"actu : femmes ingenierie, #solidworks  #industrie energies renouvelables. <url>", =
"gouvernement combat casse sociale.  <url>", =
"¬´ echos ¬ª  moitie humanite, solaire energie chere - <url>", =
"varennes bientobibliothebilan energetique  <url>", -
"3d demarche developpement durable, lyce©lagrange a bondy 2014-2015 : etablissement 3 , cqfd.", =
"#ecologie heurs malheurs combat ecologiste mondial <url>", -
"#ecologie prefets ©butent ©vision zones sensibles a eutrophisation <url>", =
"#ecologie maud fontenoy replacer ocean centre preoccupations <url>", =
"#ecologie ©goleroyal tient a imprimer propre marque ecologique <url>", =
"<utilisateur> : survie itient respect Äôengagements fermes lutte changement climatique <url>", +
"#changement #climatique : etats insulaires mode#©veloppement #durable | <utilisateur> <url> <utilisateur>", =
"energies renouvelables: bresil, leader mondial matiere creation emplois <url>", =
"conference online business impact ©veloppement durable <url>", =
"eunion information eglement pic 3 octobre 2014  <url>", =
"eunion information eglement pic 3 octobre 2014  <url>", =
"photo officielle, instant selfie liste ©natoriale ecologistes sarthe <utilisateur> <url>", =
"parc tematic cala montjoi <url> #roses #ferranadria #ecologisme <url>", =
"duo gagnant <utilisateur> & <utilisateur> a <utilisateur> 13 septembre 4e Äôecologie isere ! <url>", +
"#video urgence ralentir <url> #ecologie #developpement #vivreautrement #documentaire <utilisateur> <url>", -
"pantanal, grande zone humide monde abrite concentration biodiversite #amsud #wwf <url>", +
"<utilisateur>  concernant mythe rechauffement climatique,  accord  cabrol.", +
"best of ©veloppement durable (1) : benoijourdain ecologie transgenique <url>", =
"rt <utilisateur>: ©chauffement climatique pourrait causer <nombre> ©®anne <url> #oms", =
"sociaux -  lib√âraux multinationales rassur√â!.  <url>", =
"©chauffement oceans contenu ©chauffement climatique <url> <url>", =
"#ethicalfashion  #mexicoecodesign ©Äôprofond ©sir promouvoir ©veloppement durable auprecommunaute..", +
"changement climatique, ©taille | fondation nature homme cree.. <url>", +
"10 fiches decrypter changement climatique <url>", =
"Äô#allemagne centre croissance energies renouvelables  tunisie <url> <utilisateur>", =
"nature alerte: 03/09/2014...ocean: nouvelle etude wildlife conservation society ©®.. <url>", =
"aquaterritorial <nombre> 25 septembre a mulhouse (france)  <url> #ecologie mediaterre", =
"<utilisateur> changement climatique, apparemment,  ecosystea ©fendre", +
"√Ä 20h40, #lamaisonf5 Äôinstalle perche, ©gion prisebiodiversite <url> <url>", =
"tarn, opposition renforce barrage menacant zone humide | <url> #environnement #ecologie #nddl", +
"#biodiversite oiseaux migrateurs partent reviennent <url>", =
"âlib√âraux poil multinationales rassur√â!.  <url>", +
"©forme ©glementation aide financiere : Äôallemagne centre croissance energies... <url>", =
"#startup ecosysteimmersion start-up environnement client - usine digitale <url>", =
"temps presse. attendons, addition eleve ban ki-moon climat <utilisateur> <url>", =
"©nible litanie ecologie californienne...pfft, tjs su etais hippie ©croissance #californiadreaming #maisonbleue", -
"tr`int√âressant lire........................ <url>", +
"energies renouvelables double production Äôenergie thermique : <url>", =
"prospection fonciere: prospection fonciere vue installer panneaux solaires photovolta√Øques sol .. <url>", =
"#modelisme #maquette #7: 3 pcs jouet solaire energie alimentation papillon  3 pcs jouet solaire energie... <url>", =
"fous politique ecologie. preservation plane sante.", +
"chance etre cite ™tisier ! ‚Äú<utilisateur>: ©nible litanie ecologie californienne... #decroissance", -
"#btp #durable #dd #ecologie ¥artistique r4 verra jour √éseguin 2017 <url>", =
"#cdanslair normal retour ascenseur poste ministere ecologie", =
"cuba- environnement : mangroves lutter changement climatique <url>", +
"carbone4 ©alise etude synthea vocation ©dagogique trajectoires energetiques francaises. doc: <url>", +
"#nouveaute #lampe #3: energie solaire eclairage led a ©tecteur mouvement, lumie.. <url> #luminaireexterieur", =
"1ere edition: renddvous  forum ©veloppement durable pme montreal- 14 octobre  <url>", =
"assurer maison equipements ecologiques <url> <utilisateur>", +
"injection biomethane issu station epuration concretise: publication textes auto... <url> #ecologie", =
"<utilisateur>  seule solution sortir chantage energetique, impulser energies renouvelables.", +
"bienvenue <utilisateur> veille-actu annuaire environnement ©veloppement durable languedoc-roussillon <url>", =
"belle ecologie a sauce hollandaise...... <url>", -
"14 immeubles #paris<nombre> diag #developpement #durable ¢a <utilisateur> . ms deviendront exemplaires! cc <utilisateur>", +
"vraiment chose a !! 3 fois #eau utilisea ¥† maison ... #ecologie <url>", +
"<utilisateur> visite ®ge schneider electric. 3 sites <utilisateur> partenaire important. <url>", =
"disparition insectes : #catastrophe silencieuse <url> #environnement #ecosyste<url>", -
"relire [<url> 6 conseils lutter rides naturellement   <url> #blog #ecologie", =
"#transitionenergetique : avanceimportantes Äôemportent Äôadhesion ecologistes <url>", -
"projet loi transition energetique croissance verte : ©putecommission speciale connus <url>", =
"<utilisateur> experimente 22 gestes quotidien limiter impact ©chauffement climatique <url>", =
"communiqu√â : &quot;afflig√âquot; pleurnicheurs ps pied mur &quot;.  <url>", -
