@relation corpus_tweets_t1 
@attribute text string 
@attribute polarity {+,-,=}
@data
"Dauphins chassés aux Iles Féroé: | @scoopit http://t.co/h4put8wYLb #Biodiversité #Animaux #Chasse #Ecologie #Environnement #Chasseurs", =
"Nouveau Quizz Nature, écologie de 7 questions > Fruits et légumes http://t.co/1I9MaAALLe", =
"Ukraine: le FMI prévient que son plan de sauvetage pourrait ne pas suffire http://t.co/WJwJVMXzCL #ecologie", =
"Les coopératives sont l'une des clés du développement durable  http://t.co/hYsNRM3S4h #ecologie Mediaterre", +
"Le Plan national d'adaptation aux  changements climatiques du Cameroun validé  http://t.co/YY8ShCD224 #ecologie Mediaterre", +
"PNUD : La Conférence sur les Petits États insulaires en développement  http://t.co/mxqieHFJ8m #ecologie Mediaterre", =
"@yvesbourgeois Ma recherche portera sur TIC dans les énergies renouvelables et le positionnement de PME dans réseaux de production mondiaux", =
"Quand Nicolas Hulot s'exprime à propos d'écologie, au fond du Wyoming dort un géant qui n'a rien à faire de ces considérations", +
"Europe Ecologie les Verts (Communauté Urbaine Creusot-Montceau) http://t.co/YnxmsMksAn", =
"Le tournage de la 4ème édition de Vandoeuvre City Plage TiVi ( cette année,spécial écologie) s'est achevé... http://t.co/2k1WZEHVy5", =
"Et pdt ce tps la aux Îles Samoa les petits états insulaires parlent de développement durable et de réchauffement climatique! qui les écoute?", =
"Petite éclaircie pour les énergies renouvelables | http://t.co/H4sww8FB3t http://t.co/VGGADe9neH", +
"... ET DEMAIN LES SIFFLETS DES FRONDEURS LE RACCOMPAGNENT &quot;.  http://t.co/UypLqpkD3P", =
"Un dispositif de stockage de l'énergie solaire va être testé à Lausanne #EPFL cc @RTSinfo http://t.co/SVKbAFY676 http://t.co/noaNxl0Hk8", =
"#Photos :Dans l’Ouest américain,les stigmates d’une sécheresse historique http://t.co/F6As9walnX #Environnement #Climat #EtatsUnis #Ecologie", -
"คันหู วาเลนไทน์ 2010: http://t.co/n0TxnifKI1 via @YouTube OUI , le réchauffement climatique est une réalité mais cessont de nous en plaindre", =
"Actualisation recherche de fonds http://t.co/MXKJI7kIG2 #ecologie GreenUnivers", =
"Ils sont malades je crois. Ils font passer mes écologistes pour des tarées, avec leur eau bonne de machines, leur toilettes sèches bla bla..", -
"Si le gvt Valls II était aussi dur contre les insecticides néonicotinoïde que contre les chômeurs, les abeilles seraient sauvées #écologie", -
"Disparit° insectes:#catastrophe silencieuse. F.RAMADE Pr Ecologie:Sol europ. dérisoires. http://t.co/aHxrVYMy8F via @marianne2fr  @Fabrou13", =
"Écologie: un rouleau sans rouleau en carton = pas de déchet autre que le papier lui-même #Japon http://t.co/Cu8iBnmPAI", =
"Forum sur l'énergie renouvelable : http://t.co/9UnkVbn2pJ", =
"La ministre de l'écologie du développement durable et de l'énergie au refuge du goûter à Chamonix : http://t.co/mRL3dYEQBw", -
"#ecologie L'éolien redémarre au premier semestre 2014 http://t.co/Cx6UPGTldd", =
"#ecologie Travaux d'économie d'énergie - Nouveau crédit d'impôt http://t.co/mEFZaHBJDc", =
"#ecologie Les Actualités Developpement-Durable-Entreprise.fr http://t.co/NYGshihewY", =
"#ecologie Rénovation énergétique : des aides renforcées depuis le 1er septembre http://t.co/bBpv6ApDd7", +
"#ecologie Intervention d'Urgence-Environnement - Accident routier à Longueuil http://t.co/iX9Qn1XYZ0", =
"#ecologie Forum de la croissance verte et le développement durable 2014: Relever les implications sociales ... http://t.co/U5lwbpYFJX", =
"Hop pour @maopeninou & @perezvitoria RT @karyn_poupee: Écologie: un rouleau sans rouleau en carton #Japon http://t.co/39DvIAdfEj", =
"#Ecologie opérationnelle. Un marais filtrant à l'aéroport d'Orly pour traiter les eaux de ruissellement  http://t.co/1IfhAwZGcc @paris_bx", =
"#Hydroélectricité : un programme de modernisation dans le Verdon : http://t.co/sJb5NJyb6J via @InfosVertes", =
"Virginie Schwarz quitte la DG de l’Ademe pour la DGEC (Premium) http://t.co/xs7Yeceh0F #ecologie GreenUnivers", -
"Énergie verte : des cellules solaires sous forme de peinture pulvérisée | @scoopit via @onesideconsult http://t.co/2pekAnnJSK @valoricert", -
".@JVPlace je ne suis pas frondeur , je suis un écologiste et je suis un soutien dans la majorité #PP3tv", +
"#LOL #EELV @publicsenat .@JVPlace je ne suis pas frondeur , je suis un écologiste et je suis un soutien dans la majorité #PP3tv", +
"L’écologie se place au centre de la construction et rénovation via @tdgch #immobilier #ecologie #suisse http://t.co/oS956bugBF", +
"#ImageDuJour Ce robot agriculteur australien fonctionnant à l'énergie solaire, surveille les récoltes 24h sur 24 http://t.co/1tDHxlAWsJ", =
"La CGPME sceptique après le discours d'amour de Manuel Valls aux patrons - http://t.co/4C6zxJRXgs - La #CGPME77 et son écosystème", -
"Ouff! Ceux qui disent que le réchauffement climatique c'est faux voici la preuve du contraire! http://t.co/WIcObDXKlp", -
"#BTP #Durable #DD #Ecologie Les renouvelables repartent à la hausse en France http://t.co/6IVCndTRr7", +
"#BTP #Durable #DD #Ecologie L'année 2014 sonne la reprise de l'activité éolien-photovoltaïque http://t.co/aBeswfR72G", =
"@fredwauters @15_verites: Dix-neuvième année sans #réchauffement climatique, un fâcheux plateau .... #GIEC http://t.co/o4cVjmvv4C", -
"J'me fais chier 2h pour les énergies fossiles et renouvelables", -
"La PAC peine à favoriser une agriculture plus respectueuse dhttp://sco.lt/5NXABt #Environnement #Agriculture #Biodiversité #Ecologie", +
"Le Cap Vert à Samoa pour le rendez-vous décennal des Petits États insulaires en développement  http://t.co/kQuMlnTi2g #ecologie Mediaterre", =
"Exclusif - Ban ki-Moon  Réchauffement climatique: il est grand temps d'agir - http://t.co/A6Yk4Z2tFa via @HuffPostQuebec", +
"L'album photo de la mission franco-algérienne SOMBA sur l’écosystème marin algérien http://t.co/sI7nELLaYp http://t.co/wWkegC3BmD", -
"La réglementation, un frein pour le développement mondial des énergies renouvelabl... | @scoopit via @ecoactivites http://t.co/xSI6E9Aj5c", -
"les #énergies #renouvelables ont produit 14,3% de l'#électricité aux USA au premier semestre 2014 http://t.co/YdCw0Plf04", +
"Un gypaète barbu sauvé retourne à la vie sauvage @scoopit http://t.co/YkayVSEtg5 #Oiseaux #Biodiversité #Animaux #Environnement #Ecologie", +
"@laserietheque @StetsonSam En fait je suis juste intéressé par l'écologie :/ #findunmythe", +
"Rien que pour les filles : les règles et l'écologie - Raffa ::: Le Grand Ménage ::: http://t.co/uAhuo0MG6g", -
"Paris : EELV veut étendre à la banlieue l'encadrement des loyers: Le groupe écologiste au Conseil de Paris a a... http://t.co/zb1QoID6Ly", +
"Vincent placé écologie les verts protège c'est acquis et privilèges on ne mord pas la main qui vous nourrit", +
"Nan mais le réchauffement climatique n'existe pas ! http://t.co/OyAIjlMNgy", =
"Le dernier numéro de la Revue Durable est consacré aux couloirs écologiques. Pour soutenir l'équipe de rédaction... http://t.co/oXLqzYbujm", +
"inscriptions ouvertes #Colloque Conversion et Stockage de l'#Energie 9 oct 2014 Paris http://t.co/Xf9z1IyRy3  #Fondation #écologie d'#avenir", =
"Ma TTT (tenue tout terrain) de cet été.  http://t.co/A2czcMEpzk", =
"#ecologie Les 30 plus belles photos de nature réalisées par des scientifiques http://t.co/gnsdfYn5BU", +
"@PaulineBoitez  54ºC réchauffement climatique", =
"Gaz a effet de serre #APDM", =
"@GreenpeaceCA #Harper pense que petrole = cadeau de Dieu, donc écologistes=ennemis de Dieu. Il diabolise les écologistes!", -
"Avant / Après - 18 photographies absolument terrifiantes de la sécheresse aux USA http://t.co/26AgblAzf2 #ecologie http://t.co/nT83D3uzzx", -
"Avant / Après - 18 photographies absolument terrifiantes de la sécheresse aux USA http://t.co/26AgblAzf2 #ecologie http://t.co/nT83D3uzzx", -
"J'ai lu une interview d'une écologiste cet aprem. C'était hard. Je comprend pas comment on peut vivre comme elle.", =
"TransCanada pourra aller de l’avant avec ses travaux exploratoires dans le Saint-Laurent http://t.co/03vuozIBfF http://t.co/QnAkx1aPyh", +
"La taxe pour les énergies #renouvelables pourrait atteindre 8Mds d'euros en 2020...  par an http://t.co/l4Y96Yo9l9 #CSPE #énergie", =
"Tsss, quand je rallume ma multiprise, la télé n'est plus réveillée automatiquement par la PS3 :( #vdm #écologie", =
"@jsherpin Je te propose H. Désir Haut-Commissaire au démantèlement-recyclage des éoliennes et des panneaux photov. en centrales nucléaires.", =
"@lerewind @20Minutes Quelle horreur, désormais elle peut concurrencer les thons d'Europe écologie..", -
"#ecologie A propos de la remise en marche de la centrale nucléaire de Sendai http://t.co/yAA3FLOWqS", =
"L'écosystème de la startup par Olivier Ezratty #Startup  http://t.co/jVyE8n6SMS", =
"Réchauffement climatique: il est grand temps d’agir | Ban Ki-moon http://t.co/QVHS7dizgr", +
"Une nouvelle énergie verte à #Strasbourg, et une première en France #énergierenouvelable #biométhane http://t.co/XzLaunltlf", =
"#ecologie Quelques rendez-vous début septembre 2014 http://t.co/BiZcVyy3Vv", =
"LES RÉFÉRENCES HISTORIQUES ONT LEUR IMPORTANCE : UN POINT DE VUE.  http://t.co/fRKH18suYw", +
"Nouvelle perfusion financière pour le champ d'éoliennes de Makemo http://t.co/OFxNm0uEf1", =
"Marché du carbone : résultats de la 4e vente aux enchères québécoise  http://t.co/zWljp843Pn #ecologie Mediaterre", =
"Taiji : le massacre des dauphins commence ! http://t.co/4044uoSEXz", -
"Pub : le poids du papier http://t.co/kjiOQrsazs", =
"Certains poussent le concept de #voiture verte jusqu'au bout #ecologie http://t.co/lOxPAMeQhF", =
"Ma prof principale elle est a fond sur l'écologie c'est ouf. On peut même pas avoir son portable dans la poche pk ça rend stérile :')", -
"RT @EELV_Paris: Des éluEs écologistes soutiennent l’action du DAL en faveur de retraités menacés d’expulsion. http://t.co/dcUbNGFyIA", +
"Idée à méditer : remplacer les politiques par des éoliennes. En plus de brasser du vent, ils nous seraient enfin utiles. #Ecologie #Energie", -
"L'invasion discrète des Etats-Unis par un criquet asiatique - http://t.co/lWg781IE05 #Biodiversité #Insectes #Environnement #Ecologie", -
"Le pangolin, un animal menacé d'extinction http://t.co/vzsIgSv7it", -
"Le réchauffement climatique je le sens là. 2 septembre et il fait 36°C. Hello, je vis au Québec, pas aux Caraïbes...", =
"Les superpouvoirs des plantes dépolluantes| @scoopit http://t.co/8lE5bzxNge #Environnement #Botanique #Pollution #Environnement #Ecologie", +
"Moi mes ex sont enterrés bien loin, mais des fois ils remontent à la surface comme des déchets toxiques", =
"1 300 espèces menacées : comment les oiseaux sont en train de disparaître dans l… http://t.co/3c0i0IoQGH", -
"#ALAN2014 : #santé, #biologie, #écologie, #société #modelisation #mesures tous les aspects et #impacts de la @lumière artificielle la #nuit", =
"#ALAN2014 : #santé, #biologie, #écologie, #société #modelisation #mesures tous les aspects et #impacts de la @lumière artificielle la #nuit", =
"1 300 espèces menacées : comment les oiseaux sont en train de disparaître dans l'indifférence générale | Atlantico.fr http://t.co/SXp0q6kZPO", -
"@Noctali_J Je vois pas le rapport entre la présence d'un Restaurant Mac'Donald et l'écologie en fait ^^''", =
"Appel à mobilisation pour sauver les Bouquetins du Bargy (74) http://t.co/fNjCI3avBs #Biodiversité #Animaux #Chasse #Ecologie #Environnement", +
"RT @RC_ML Trois familles font don de leur terre à Conservation de la nature Canada=> http://t.co/40e93DmlUO @FondDavidSuzuki @NatureQuebec", +
"Mon prof d'histoire il était fier de nous dire Nous sommes un des rares lycées qui sont respectueux de l'écologie :')", +
"Installation d'une usine de biocarburant au Brésil Ouverture d’une première usine de biocarburant a  http://t.co/k1wbqHS5mx  #economie", +
"Le baromètre des énergies renouvelables électriques en France http://t.co/vw1of03Zna", =
"Les 13 et 27 sept, nos formateurs-autoconstructeurs vous ouvrent les portes de leurs maisons écologiques.... http://t.co/R8tgg9uEYW", =
"Le Festival marin des Escoumins: une excellente façon de découvrir l'écosystème du St-Laurent. @MarleneJBlais http://t.co/CYpSzDk8oG", +
"Les Boobs sont des espèces en voie de disparition. c trist", -
"Aujourd'hui encore, les anti #éolien mettent la panique avec d'innofensifs #ballons ...  http://t.co/4Sl5JFYVTz  Risible", -
"L'écologie, ce n'est pas que pour les hippies. Parrainer des abeilles = sauvegarder l'humain.  http://t.co/hmC0wFZYMf   @1tpla", -
"Jean-Vincent Placé , président du groupe écologiste au Sénat s'est dit aujourd'hui consterné et navré des... http://t.co/W53mKGQywN", -
"La #FinanceIslamique passe au vert avec des produits plus axés sur l'#environnement ? #écologie   http://t.co/jU32DKozn9", =
"@PerrineHuchon ces pour éviter de tondre pour l'écologie! 😂", +
"LA COMPAGNIE D'ELECTRIFICATION SOLAIRE,basée à Ouaga est spécialisée dans la conception et la construction de CENTRALES SOLAIRES", =
"#ecologie L'écologie se place au centre de la construction et rénovation http://t.co/6TjLQv7d7T", =
"#ecologie C'est le hareng qui nous a sauvés http://t.co/pT0QKAC1Rs", +
"#AfricaN1 #Afropages La solution Gemalto de connectivité M2M permet d'approvisionner... http://t.co/tn9Ez5qBas", +
"Ma 1ère contribution aux états généraux du @partisocialiste est en ligne. Maintenant à vous ! http://t.co/78ejM6yisZ http://t.co/SgcT62FlhO", +
"Tu es la causes du réchauffement climatique tu me cause des troubles et ca c systématiques 🎧🎧", -
"@Kurjetsu alors, t'es féministe, écologiste (si je ne m'abuse) et t'aimes la littérature, ça fait très bobo  tout ça weisch", -
"@GG_RMC @francoisedegois @JVPlace mieux à faire qu'écouter le symbole du foutage de gueule Écologie n'est pas politique, mais état d'esprit", -
"@PierreISAIKI PTDRRR ta gueule c'est a cause des gens comme toi si le réchauffement climatique est ... ... AAA FOU MOI LA PAIX", -
"«Oui mais» aux plans loup et lynx http://t.co/UbQwGdNKjJ #Loup #Animaux #Lynx #Suisse #Biodiversité #Environnement #Ecologie #Chasse", =
"TransCanada: la Cour rejette la requête en injonction des écologistes | Énergie et ressources http://t.co/lxhFHPyNYk", -
"@Crowd2Win @HauteNormandie ... Et bientôt, encore d'autres #éoliennes ... en Mer #Fécamp", =
"La nouvelle bulle économique n'aura pas lieu sur le numérique ni sur les énergies renouvelables mais... http://t.co/SndSGVjiKQ", =
"Le PIB ne tient aucun compte de la dégradation des patrimoines écologiques. (Jean Gadrey)", =
"Semis de prairies multi-espèces et récoltes de pommes de terre sur la Zad http://t.co/ZtF7MMGy8G #ZAD #ecologie #NDL", =
"@Antoinedroid Ah ouai Mosanto à Evreux...genre vive l'écosystème =D !", +
"Le réchauffement climatique résumé en 15 secondes par une vidéo choc de la NASA http://t.co/lbZIOD5Ph2 via @Gentside", -
"Le Spitzberg, sentinelle du changement climatique http://t.co/pwolxm7WzX", =
"LA CGT FERA PART DE SES PROPOSITIONS.  http://t.co/cfCBXQIuyk", =
"Liège: Brigitte Ernst, 1re échevine écologiste belge, raccroche:                   C’est incontestablement une... http://t.co/g13bof20lg", =
"Liège: Brigitte Ernst, 1re échevine écologiste belge, raccroche:                   C’est incontestablement une... http://t.co/g13bof20lg", =
"Ce qu’il faut savoir à propos du moulage des turbines pour centrales hydroélectriques: L’importance des turbin... http://t.co/3vW9u2ZmAx", =
"[ECOLogie] Il y a quelque chose de pourri au royaume des poubelles | http://t.co/0CDmWL8hcQ #crowdfunding", -
"La disparition des grands carnivores menace l'écosystème de la planète http://t.co/bmttXBJzzC via @lp_lapresse", -
"ce matin en SVT elle nous a donné de la terre zehma pr faire un écosystème et fallait trouver les insectes dedans ew", =
"22h45Preuves par trois avec le leader écologiste du Sénat PublicSénat Contrôle chomeurs: Placé (EELV)  http://t.co/ZkZKdiIR6f via @Le_Figaro", =
